Petraitis;Vilniaus 45;1;12;Lamas;1.2
Sabonis;Sv. Ignoto 9;1;12;Mokslincius;2.2
Urbonavicius;Gynėjų 7;3;10;Naujienos;3.6
Jankauskas;Sv. Ignoto 8;2;11;Lamas;3.6
Zemaitis;Didzioji 9;1;12;Majoras;2.2
Kazlauskas;Sv. Ignoto 7;3;10;Suras;3.6
Petrauskas;Kauno 8;2;11;Naujienos;2.2
Sadauskas;Pamenkalnio 9;1;12;Lamas;1.2
Butkevicius;Sv. Ignoto 7;3;10;Mokslincius;2.2
Grigas;Gynėjų 8;2;11;Majoras;3.6
Jonaitis;Didzioji 9;1;12;Suras;3.6
Mikalauskas;Sv. Ignoto 7;3;10;Lamas;2.2
Stankevicius;Radvilu 8;2;11;Naujienos;2.2
Sidlauskas;Sv. Ignoto 9;1;12;Majoras;1.2
Petrauskas;Kauno 7;3;10;Suras;3.6
Vaitkus;Ryto 8;2;11;Lamas;3.6
Gedvila;Sv. Ignoto 9;1;12;Naujienos;1.2
Sabonis;Gedimino 7;3;10;Mokslincius;2.2
Urbonavicius;Sv. Ignoto 8;2;11;Lamas;3.6
Jankauskas;Radvilu 9;1;12;Majoras;3.6
Zemaitis;Pamenkalnio 7;3;10;Suras;2.2
Kazlauskas;Sv. Ignoto 8;2;11;Naujienos;1.2
Petrauskas;Didzioji 9;1;12;Lamas;2.2
Sadauskas;Sv. Ignoto 7;3;10;Majoras;3.6
Butkevicius;Kauno 8;2;11;Suras;3.6
